Metabolite	SMILES	KEGG	Gene Name
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	UNC13C
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	VAV2
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	VAV3
D-Dopachrome	OC(=O)C1CC2=CC(=O)C(=O)C=C2N1	C15566	DDT
L-2-Hydroxyglutaric acid	O[C@@H](CCC(O)=O)C(O)=O	C03196	L2HGDH
Lathosterol	[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C	C01189	DHCR24
Lathosterol	[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C	C01189	SC5DL
Lathosterol	[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C	C01189	EBP
Lathosterol	[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C	C01189	NSDHL
Lathosterol	[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C	C01189	HSD17B7
Lathosterol	[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C	C01189	MSMO1
Phosphite	[O-]P([O-])[O-]	C05339	GSS
Cortisol	[H][C@@]12CC[C@@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	C00735	HSD11B1
Cortisol	[H][C@@]12CC[C@@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	C00735	P450-CYP21B
Cortisol	[H][C@@]12CC[C@@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	C00735	CYP11B1
Cortisol	[H][C@@]12CC[C@@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	C00735	CYP21A2
Cortisol	[H][C@@]12CC[C@@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	C00735	NR3C2
Cortisol	[H][C@@]12CC[C@@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	C00735	HSD3B2
Cortisol	[H][C@@]12CC[C@@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	C00735	HSD11B2
D-Glyceraldehyde 3-phosphate	OC(COP(O)(O)=O)C=O	C00661	ALDOA
D-Glyceraldehyde 3-phosphate	OC(COP(O)(O)=O)C=O	C00661	TPI1
D-Glyceraldehyde 3-phosphate	OC(COP(O)(O)=O)C=O	C00661	GAPDHS
D-Glyceraldehyde 3-phosphate	OC(COP(O)(O)=O)C=O	C00661	ALDOB
D-Glyceraldehyde 3-phosphate	OC(COP(O)(O)=O)C=O	C00661	DERA
D-Glyceraldehyde 3-phosphate	OC(COP(O)(O)=O)C=O	C00661	TALDO1
D-Glyceraldehyde 3-phosphate	OC(COP(O)(O)=O)C=O	C00661	GAPDH
D-Glyceraldehyde 3-phosphate	OC(COP(O)(O)=O)C=O	C00661	ALDOC
D-Glyceraldehyde 3-phosphate	OC(COP(O)(O)=O)C=O	C00661	TKT
D-Glyceraldehyde 3-phosphate	OC(COP(O)(O)=O)C=O	C00661	SLCO2A1
D-Glyceraldehyde 3-phosphate	OC(COP(O)(O)=O)C=O	C00661	DAK
D-Glyceraldehyde 3-phosphate	OC(COP(O)(O)=O)C=O	C00661	TKTL1
D-Glyceraldehyde 3-phosphate	OC(COP(O)(O)=O)C=O	C00661	TKTL2
D-Proline	OC(=O)[C@H]1CCCN1	C00763	DAO
D-Proline	OC(=O)[C@H]1CCCN1	C00763	L3HYPDH
4-Methylpentanal	CC(C)CCC=O	C02373	CYP11A1
Hydroxycobalamin	[Co++].O.OC[C@H]1O[C@@]([H])([C@H](O)[C@]1([H])OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)[C@@]2([H])[N-]\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]3CCC(=O)N)/C(C)(C)[C@@H]1CCC(=O)N)N1C=NC2=C1C=C(C)C(C)=C2	C08230	CUBN
Hydroxycobalamin	[Co++].O.OC[C@H]1O[C@@]([H])([C@H](O)[C@]1([H])OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)[C@@]2([H])[N-]\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]3CCC(=O)N)/C(C)(C)[C@@H]1CCC(=O)N)N1C=NC2=C1C=C(C)C(C)=C2	C08230	TCN1
Hydroxycobalamin	[Co++].O.OC[C@H]1O[C@@]([H])([C@H](O)[C@]1([H])OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)[C@@]2([H])[N-]\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]3CCC(=O)N)/C(C)(C)[C@@H]1CCC(=O)N)N1C=NC2=C1C=C(C)C(C)=C2	C08230	MMAB
Hydroxycobalamin	[Co++].O.OC[C@H]1O[C@@]([H])([C@H](O)[C@]1([H])OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)[C@@]2([H])[N-]\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]3CCC(=O)N)/C(C)(C)[C@@H]1CCC(=O)N)N1C=NC2=C1C=C(C)C(C)=C2	C08230	MTR
Hydroxycobalamin	[Co++].O.OC[C@H]1O[C@@]([H])([C@H](O)[C@]1([H])OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)[C@@]2([H])[N-]\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]3CCC(=O)N)/C(C)(C)[C@@H]1CCC(=O)N)N1C=NC2=C1C=C(C)C(C)=C2	C08230	AMN
Hydroxycobalamin	[Co++].O.OC[C@H]1O[C@@]([H])([C@H](O)[C@]1([H])OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)[C@@]2([H])[N-]\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]3CCC(=O)N)/C(C)(C)[C@@H]1CCC(=O)N)N1C=NC2=C1C=C(C)C(C)=C2	C08230	MTRR
Hydroxycobalamin	[Co++].O.OC[C@H]1O[C@@]([H])([C@H](O)[C@]1([H])OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)[C@@]2([H])[N-]\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]3CCC(=O)N)/C(C)(C)[C@@H]1CCC(=O)N)N1C=NC2=C1C=C(C)C(C)=C2	C08230	MMACHC
Hydroxycobalamin	[Co++].O.OC[C@H]1O[C@@]([H])([C@H](O)[C@]1([H])OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)[C@@]2([H])[N-]\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]3CCC(=O)N)/C(C)(C)[C@@H]1CCC(=O)N)N1C=NC2=C1C=C(C)C(C)=C2	C08230	MUT
Hydroxycobalamin	[Co++].O.OC[C@H]1O[C@@]([H])([C@H](O)[C@]1([H])OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)[C@@]2([H])[N-]\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]3CCC(=O)N)/C(C)(C)[C@@H]1CCC(=O)N)N1C=NC2=C1C=C(C)C(C)=C2	C08230	MMAA
Phenylacetic acid	OC(=O)CC1=CC=CC=C1	C07086	ALDH1A3
Phenylacetic acid	OC(=O)CC1=CC=CC=C1	C07086	ALDH3A1
Phenylacetic acid	OC(=O)CC1=CC=CC=C1	C07086	ALDH3B1
Phenylacetic acid	OC(=O)CC1=CC=CC=C1	C07086	ALDH3B2
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UXS1
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGDH
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT2B11
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT2A1
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT2B28
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT1A10
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT1A8
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT1A7
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT1A6
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT1A5
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT1A9
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT1A4
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT1A1
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT1A3
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT2B4
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT2B15
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT2B17
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT2A3
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	B3GAT2
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	B3GAT3
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	B3GAT1
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	HAS1
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	HAS2
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	HAS3
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	CHSY1
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	CHSY3
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	CHPF
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT2B7
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	CHPF2
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	EXT1
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	EXT2
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT1A10
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT1A7
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT1A8
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT3A1
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT3A2
Uridine diphosphate glucuronic acid	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	C00167	UGT2B10
Oxoadipic acid	OC(=O)CCCC(=O)C(O)=O	C00322	AADAT
Oxoadipic acid	OC(=O)CCCC(=O)C(O)=O	C00322	OGDH
Oxoadipic acid	OC(=O)CCCC(=O)C(O)=O	C00322	OGDHL
Oxoadipic acid	OC(=O)CCCC(=O)C(O)=O	C00322	DLD
Oxoadipic acid	OC(=O)CCCC(=O)C(O)=O	C00322	AADAT
Palmitoleic acid	CCCCCC\C=C/CCCCCCCC(O)=O	C08362	OLAH
Propyl alcohol	CCCO	C05979	PON1
Propyl alcohol	CCCO	C05979	ALPPL2
Propyl alcohol	CCCO	C05979	PON2
Propyl alcohol	CCCO	C05979	FUCA2
Propyl alcohol	CCCO	C05979	ALDH1B1
Propyl alcohol	CCCO	C05979	ACPL2
Propyl alcohol	CCCO	C05979	CES5A
Propyl alcohol	CCCO	C05979	VAT1L
Propyl alcohol	CCCO	C05979	MECR
Propyl alcohol	CCCO	C05979	ACP2
Propyl alcohol	CCCO	C05979	KL
Propyl alcohol	CCCO	C05979	ADH1B
Propyl alcohol	CCCO	C05979	ALPI
Propyl alcohol	CCCO	C05979	FAR2
Propyl alcohol	CCCO	C05979	SORD
Propyl alcohol	CCCO	C05979	ADH6
Propyl alcohol	CCCO	C05979	AWAT2
Propyl alcohol	CCCO	C05979	LRAT
Propyl alcohol	CCCO	C05979	ADH4
Propyl alcohol	CCCO	C05979	AKR1A1
Propyl alcohol	CCCO	C05979	GUSB
Propyl alcohol	CCCO	C05979	TP53I3
Propyl alcohol	CCCO	C05979	PON3
Propyl alcohol	CCCO	C05979	ALPL
Propyl alcohol	CCCO	C05979	ACPT
Propyl alcohol	CCCO	C05979	ADH1A
Propyl alcohol	CCCO	C05979	ZADH2
Propyl alcohol	CCCO	C05979	SULT2B1
Propyl alcohol	CCCO	C05979	ADHFE1
Propyl alcohol	CCCO	C05979	ACP5
Propyl alcohol	CCCO	C05979	VAT1
Propyl alcohol	CCCO	C05979	RTN4IP1
Propyl alcohol	CCCO	C05979	NR1I3
Propyl alcohol	CCCO	C05979	LYZ
Pristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12	C07297	AMACR
Pristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12	C07297	ACSL1
Pristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12	C07297	ALDH2
Pristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12	C07297	ACSL6
Pristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12	C07297	ACOX2
Pristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12	C07297	ACSM4
Pristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12	C07297	LPCAT1
Pristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12	C07297	ACOX3
Pristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12	C07297	AGPAT6
Pristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12	C07297	DGAT2
Pristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12	C07297	BCKDHB
Pristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12	C07297	DGAT2L7
Pristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12	C07297	SLC27A1
Pristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12	C07297	SOAT1
Pristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12	C07297	ACOT4
Pristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12	C07297	AGPAT2
Pristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12	C07297	GPAM
Pristanoyl-CoA	CC(C)CCCC(C)CCCC(C)CCC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12	C07297	ACSM2A
